Text,Category,WordCount,TokenCount
great atlant pacif tea co 4th qtr oper shr 55 ct v 36 ct great atlant pacif tea co 4th qtr oper shr 55 ct v 36 ct,earn,15,15
mobex say 87 pct grant gtx tender mobex corp said 2088461 grant industri inc common share 87 pct 24 mln outstand tender respons mobex offer compani said offer 775 dlr share stock extend 2000 est march 23 2400 march 17,acq,50,55
harcourt brace hbj set harper hpr deadlin harcourt brace jovanovich inc said told harper row publish inc repres intend withdraw propos acquir harper row 50 dlr per share cash parti made satisfactori progress discus close busi march 30 harcourt brace said wish put undu pressur harper row also fair sharehold cannot allow offer magnitud lie tabl long harcourt said three senior offic invest banker met yesterday invest banker harper row discus harcourt brace offer harcourt brace said pursu acquisit mutuallysatisfactori merger agreement negoti last week group form theodor cross offer acquir harper row 34 dlr per share group held six pct harper row addit new world pictur ltd nwp holder 45 pct harper row offer discus merger harper row,acq,186,208
dixon group said accept 54 pct cyclop share tender dixon group said accept 54 pct cyclop share tender,acq,12,12
banker trust issu stgdlr currenc warrant banker trust intern ltd said issu 200000 stg calldlr put currenc warrant initi offer price 3125 dlr per warrant issu guarante banker trust new york corp warrant entitl holder exchang 500 dlr stg rate 160 stgdlr minimum number warrant exercis tradeabl 100 exercis period warrant run april 22 1987 march 17 1989 payment due april 15 1987,money-fx,83,90
great atlant pacif tea co gap 4th qtr oper shr 55 ct v 36 ct oper net 207 mln v 136 mln sale 234 billion v 158 billion avg shr 381 mln v 377 mln year oper shr 182 dlr v 148 dlr oper net 690 mln v 561 mln sale 783 billion v 662 billion avg shr 380 mln v 378 mln note result 13 53 week period end feb 28 1987 12 52 week period end feb 22 1986 oper net exclud credit tax loss carryforward none v 53 mln dlr 14 ct share quarter 260 mln dlr 68 ct share v 322 mln dlr 85 ct share year compani 1200 store inoper year end v 1045 year earlier,earn,131,140
group tender gencorp say hold 98 pct gencorp common group tender gencorp say hold 98 pct gencorp common,acq,13,13
rotterdam sign cooper agreement tokyo citi rotterdam today sign agreement principl cooper aomi cargo distribut centr tokyo act mayor roel den dunnen said cooper privat public entiti tokyo rotterdam area fruit exchang inform favour influenc flow good servic two countri aomi cargo distribut center start oper octob year sign similar agreement rotterdam twinnedport seattl last septemb,trade,84,91
uk money market given 15 mln stg afternoon help bank england said provid money market 15 mln stg assist bring bank total help far today 344 mln stg compar estim shortag around 13 billion stg central bank purchas bank bill outright lower deal rate establish morn compris one mln stg band one 978 pct 14 mln stg band two 91316 pct,interest,77,83
west german bank slowli cut key save rate west german commerci bank cautious cut key save lend rate bank sourc said cut follow nearli two month bundesbank reduc lead interest rate far longer usual interim period deutsch bank ag dbkgf spokesman said cut lead save rate privat custom region basi 05 percentag point two pct dresdner bank ag drsdf commerzbank ag cbkgf initi similar move bank fuer gemeinwirtschaft ag bkfgf cut rate 05 pct gener delay partli due commerci bank desir gaug custom reaction similar move region save bank fall custom save lower rate could reduc cheap refinanc avail bank forc draw rel expens fund sourc one economist german bank associ said volum save fund may substanti undercut lower save rate mani custom park fund save account hope reinvest higher yield futur said said may conflict bundesbank aim move fund rel shortterm deposit longerd secur reduc strong growth central bank money suppli aggreg aggreg show annual growth provision 75 pct februari fourth quarter last year unchang januari growth rate outsid expand target rang three six pct bank far reduc lend rate privat custom though lend rate corpor custom begin declin,interest,266,302
toy r u inc toy 4th qtr feb one net shr 89 ct v 68 ct net 1160 mln v 881 mln rev 117 billion v 9240 mln 12 mth shr 117 dlr v 93 ct net 1522 mln v 1198 mln rev 244 billion v 197 billion note net 1986 restat reflect threefortwo stock split june 27 1986,earn,52,55
measurex corp mx 1st qtr net shr 34 ct v 27 ct qtrli div six ct v 45 ct prior net 6448000 v 4969000 rev 511 mln v 447 mln avg shr 191 mln v 187 mln note pay dividend march 11 sharehold record feb 20,earn,45,47
palmer lewi co inc lwi 4th qtr net qtr end jan 31 shr three ct v one cent qtrli div seven ct v seven ct prior net 106185 v 28871 rev 469 mln v 303 mln 12 mth shr 33 ct v 23 ct net 1306595 v 878484 rev 1872 mln v 1408 mln note effect juli one 1986 compani acquir outstand stock western american forest product inc cash convert debentur acqust account purchas consolid statement includ western result oper juli one 1986 payout dividend may six stockhold record april 13,earn,101,108
capit citiesabc ccb set payout qtrli div five ct v five ct pay april 20 record march 30,earn,13,13
publick industri inc pul 4th qtr loss shr loss five ct v loss 15 ct net loss 619000 v loss 1730000 sale 3138000 v 5667000 avg shr 125 mln v 115 mln year shr loss four ct v loss 40 ct net loss 343000 v loss 3963000 sale 134 mln v 353 mln avg shr 125 mln v 103 mln,earn,53,53
feder express corp 3rd qtr oper shr 69 ct v 83 ct feder express corp 3rd qtr oper shr 69 ct v 83 ct,earn,12,12
bell atlant corp bel increas payout qtrli div 96 ct v 90 ct pay may one 1987 record march 31 1987,earn,15,17
rhode rhd see sharpli lower 4th qtr net rhode inc said estim fourth quarter end februari 28 earn eight ct share 25 ct earn final quarter fiscal 1986 compani said major caus reduct unfavor lifo adjust softer project sale quarter due primarili unfavor weather despit 4th qtr result rhode said net incom year end come close record level previou year 161 dlr dlr share,earn,88,99
gencorp gy group hold 98 pct stake gener partner texa gener partnership equal own affili wagner brown afg industri inc afg said current hold 2180608 common share 98 pct gencorp inc gy outstand common stock gener partner said began 100 dlr share cash tender offer gencorp akron ohiobas concern worth nearli 23 billion dlr gencorp interest tire plasticmak aerospac broadcast 223 mln share outstand gener partner offer subject receipt financ major gencorp share condit letter gencorp chairman chief execut william reynold describ offer gener partner said will negoti term offer prepar meet soon possibl statement gener partner said contribut 250 mln dlr equiti financ also commit one billion dlr credit line well fargo co wfc 125 billion loan shearson lehman brother hold inc unit american express co axp gencorp spokesman said compani manag meet board schedul meet today said sure compani formal receiv notic offer awar press account declin say gencorp next move might whether would issu statement later today letter gener partner said plan maintain gencorp corpor headquart akron retain compani plastic industri product busi tire relat product segment letter mention gencorp rko gener broadcast subsidiari involv disput licens renew sever televis station gencorp agre sell two independ station wor new york area khj lo angel gener partner offici immedi avail gencorp share delay open new york stock exchang imbal order nyse said share indic open 103 115 share close two yesterday 9012 new 52week high financ offer includ 250 mln dlr equiti gener partner 125 billion dlr loan shearson lehman brother senior subordin bridg loan bind agreement deliv within 24 hour request partnership one billion dlr credit line well fargo well fargo agre lend 250 mln dlr line form syndic bank provid rest partnership said shearson lehman brother inc act dealer manag tender offer said letter partnership said confid could obtain financ close transact promptli last fall afg privat held wagner brown offer acquir lear siegler inc 144 billion dlr withdrew offer higher bid emerg lear siegler eventu went privat 166 billion dlr,acq,532,605
p gap set higher capit spend great atlant pacif tea co said threeyear 345 mln dlr capit program substanti increas accommod growth expans plan waldbaum inc shopwel inc next two year p said acquisit shopwel august 1986 waldbaum decemb help u achiev better expect result fourth quarter end februari 28 net incom continu oper jump 526 pct 207 mln dlr 55 ct share latest quarter sale increas 483 pct 158 billion dlr p gave detail expand capit program say complet first year program 1986 p 524 pct own tengelmann warenhandelsgesellschaft west germani,earn,135,149
feder express corp fdx 3rd qtr feb 28 net oper shr 69 ct v 83 ct oper net 359 mln v 424 mln rev 7989 mln v 6592 mln avg shr 520 mln v 509 mln nine mth oper shr 238 dlr v 275 dlr oper net 1233 mln v 1356 mln rev 231 billion v 186 billion avg shr 518 mln v 493 mln note net exclud loss discontinu oper nil v 161 mln dlr quarter 2275 mln dlr v 427 mln dlr nine mth quarter net includ gain sale aircraft two mln dlr v 6200000 dlr,earn,97,100
morgan grenfel say 1986 profit hit guin morgan grenfel group plc said 1986 pretax profit lower forecast depreci valu guin plc guinl share secur trade loss u morgan chairman lord catto said loss group seven mln guin share addit 35 mln dlr loss risk arbitrag oper new york depress profit eight mln stg 822 mln also told news confer morgan receiv inform approach takeov group interest formal offer made catto would elabor morgan grenfel act merchant banker guin brew compani success bid distil co plc distl first half last year uk govern launch investig affair guin last decemb public concern focus way guin may breach uk compani law takeov code prompt other support share price bid morgan chief execut christoph reev head corpor financ graham walsh senior corpor financ director roger seelig resign januari guin affair anoth senior morgan grenfel execut geoffrey collier resign late last year alleg trade insid inform current face crimin charg lord catto said second half 1986 one traumat histori client staff support certainli look futur posit way worst behind u swept noth carpet profit year 194 pct 1985 pretax profit 688 mln stg mainli due high contribut corpor financ activ progress asset manag financ director david ewart told news confer perform group far 1987 within reason touch budget lord catto also said group activ seek new chief execut replac sir peter carey act interim director reev resign hope new chief execut within month also said reev walsh paid total 562000 stg compens follow resign declin say much man got negoti go determin amount compens seelig said morgan grenfel share stood late 366p 9p yesterday 375p reuter,earn,421,474
sec move disciplin allegheni intl ag secur exchang commiss sec staff seek author take enforc action allegheni intern inc pittsburghbas industri consum product firm said allegheni made disclosur document file sec connect recent agreement taken privat leverag buyout led first boston inc follow announc merger agreement compani inform enforc divis sec intend seek author commiss institut proceed compani allegheni said compani cooper commiss investig continu includ take testimoni employ other allegheni said ongo probe allegheni said staff ask inform compani execut compens benefit plan certain companyown real estat travel entertain spend use corpor aircraft also ask inform acquisit divestitur compani account system intern control allegheni said probe began februari 1986 allegheni said sec matter polici routin declin comment enforc action sec investig began month allegheni becam target seri sharehold lawsuit claim compani violat feder secur law fail disclos materi matter recent annual proxi statement suit later consolid singl classact complaint pennsylvania feder court alleg secur law violat involv numer current former allegheni offic director earlier month lawyer sharehold ask court expand charg includ alleg buyout allegheni attempt illeg freez public sharehold unfair price allegheni said intend vigor defend charg charg made sharehold suit wide believ led last summer resign chairman chief execut offic robert buckley buyout group led first boston tender march 13 outstand allegheni share 2460 dlr share,acq,348,393
unit asset manag corp uam up payout qtli div four ct v three ct prior pay april 15 record march 31,earn,14,14
kindercar inc kndr first qtr net qtr end dec 31 shr one cent v 15 ct net 466000 v 6866000 rev 1231 mln v 935 mln note compani chang fiscal year end aug 31 dec 31 qtr prior end jan 17 1986 includ two week current qtr current qtr includ loss 899000 account chang,earn,56,60
ultrasystem inc ul 4th qtr jan 31 net shr 26 ct v 18 ctsd net 2102000 v 1415000 rev 441 mln v 422 mln year shr 21 ct v 91 ct net 1678000 v 7105000 rev 1551 mln v 1492 mln avg shr 7960000 v 7808000 note latest year net includ writeoff invest dawn enterpris ethanol refineri 79 ct shr,earn,55,57
canamax acquir krezmar gold properti stake canamax resourc inc said agre acquir 50 pct interest alreadi krezmar gold properti near wawa ontario pay nine mln dlr algoma steel corp ltd grant algoma four pct net smelter return royalti payabl payback properti drill indic reserv depth 1200 foot estim one mln ton averag 025 ounc gold ton canamax said,acq,77,93
nf financi nfsf set initi dividend nf financi corp said board declar initi dividend five ct per share payabl april 21 holder record march 31,earn,24,26
vw audi say profit fell around 50 pct 1986 audi ag nsugf 99 pct own subsidiari volkswagen ag vowgf said profit 1986 fell around half compar 1985 achiev record 221 mln mark net profit rise 195 pct previou year manag board chairman wolfgang habbel told news confer expect profit turnov rise year compar 1986 said question whether 1987 profit would return 1985 level gave figur 1986 profit audi predict last year 1986 profit would like fall unspecifi amount 1985 record level habbel said turnov 1986 rose 99 billion mark 96 billion 1985 look certain rise 10 billion year ask whether audi would pay dividend vw help parent compani overcom currenc loss habbel said audi would ensur vw got share profit audi entir 1985 net profit paid free reserv help financ invest previou 10 year vw receiv 80 pct audi earn dividend habbel blame profit declin disrupt output caus introduct new audi 80 model currenc factor neg public u alleg sudden acceler audi 5000 model report audi sale u drop nearli 20 pct 59800 last year habbel said u sale declin would probabl bottom 1987 audi worldwid car deliveri fell two pct 363000 total export fell 105 pct round 210000 domest sale increas round 154000 137180 1985 habbel said new audi 80 sold extrem well first two month 1987 help audi increas overal market share west germani 84 pct 52 pct month 1986 sale europ also rose u sale fell said without give detail worldwid deliveri first two month increas eight pct 57000 audi said januari 1987 car product would rise 400000 384000 1986 output fallen compar 1985 392000 habbel said audi expect rise output lead new hire employe end 1986 audi workforc stood record 39800 rise 3400 1985,earn,416,469
bank england lend one billion stg 10 pct bank england said lent one billion stg discount market fourteen day 10 pct bring bank total help today 134 billion stg satisfi estim shortag system today earlier estim 13 billion stg bank announc morn will lend twoweek money 10 pct interpret market sanction lower uk base lend rate uk clear bank swiftli took cut base rate halfpoint 10 pct midday central bank lower money market deal rate amount,interest,114,122
uk intervent bd say ec sold 60500 tonn white sugar rebat 44819 ecu uk intervent bd say ec sold 60500 tonn white sugar rebat 44819 ecu,sugar,14,15
sensormat electron corp snsr 3rd qtr net feb 28 end shr profit 11 ct v loss 37 ct net profit 3027000 v loss 104 mln rev 223 mln v 199 mln avg shr 286 mln v 290 mln nine mth shr profit 34 ct v loss 22 ct net profit 9560000 v loss 6072000 rev 719 mln v 647 mln avg shr 285 mln v 279 mln note prior year net period 152 mln dlr writeoff,earn,71,73
uk intervent board detail ec sugar sale total 60500 tonn current seri white sugar receiv export rebat maximum 44819 european currenc unit ecu per 100 kilo today european commun ec tender uk intervent board said trader franc receiv 18000 tonn denmark 15000 west germani 12250 netherland 12000 belgium 3250 tonn ad earlier today london trader expect subsidi current season white campaign licenc endaug 4410 4450 ecu per 100 kilo trader also forecast today total authoris sugar tonnag export award 60000 70000 tonn versu 71000 last week restitut 43248 ecu cumul export authoris current 198687 season stand 1915270 tonn 40 week,sugar,132,153
anacomp aac acquir datagraphix anacomp inc said acquir common stock datagraphix inc gener dynam corp gd 128 mln dlr said purchas financ combin new bank credit agreement privat placement senior subordin note convert prefer stock datagraphix 1986 sale 2407 mln dlr manufactur line comput output microfilm hardwar suppli anacomp sale year end sept 30 1986 1088 mln dlr,acq,82,94
winnebago industri inc wgo 2nd qtr net period end februari 28 shr 25 ct v 25 ct net 6292000 v 6340000 sale 970 mln v 870 mln six mth shr 36 ct v 28 ct net 9122000 v 7053000 sale 1932 mln v 1686 mln note 1986 period end march one,earn,44,45
penwest ltd penw 2nd qtr end feb 28 net shr 85 ct v 24 ct net 2381000 v 754000 rev 353 mln v 326 mln avg shr 2777620 v 3161603 six mth shr 135 dlr v 44 ct net 3756000 v 1388000 rev 658 mln v 643 mln avg shr 2777620 v 3161603,earn,44,44
sierra spring water co wtr 4th qtr loss shr loss 10 ct v profit six ct net loss 986000 v profit 576000 rev 96 mln v 91 mln year shr loss seven ct v profit 27 ct net loss 714000 v profit 2299000 rev 428 mln v 346 mln,earn,41,41
gelco gel sell canadian courier unit gelco corp said sign letter intent sell canadian courier unit gelco express ltd air canada 54 mln dlr u said consumm transact depend execut definit agreement expect may part restructur plan gelco announc would sell four busi unit gelco express ltd one compani schedul divestitur,acq,72,82
synthetech nzym end southwest photo talk synthetech inc said discontinu negoti acquir southwest photo chem inc pomona calif compani cite irreconcil differ financi structur deal said southwest photo propos signific chang term outlin letter intent sign last month,acq,46,52
ranco rni holder approv merger ranco inc said sharehold special meet approv merger sieb plc 40 dlr per share,acq,19,24
american physician servic amph 4th net shr profit five ct v profit two ct net profit 268000 v profit 134000 rev 6951000 v 5938000 12 mth shr profit 14 ct v loss 11 ct net profit 801000 v loss 623000 rev 246 mln v 243 mln note full name compani american physician servic group inc,earn,51,53
air canada comment gelcogec unit report stateown air canada said make statement 1100 est concern publish report airlin agre acquir gelco corp canadian unit gelco express ltd air canada spokesman said spokesman declin comment toronto globe mail report queri sale gelco express canada second largest courier servic part parent compani strategi repay 350 mln u dlr debt end 1987 report said quot gelco spokesman report disclos price sale gelco canadian unit,acq,100,114
philip crosbi pcro see lower 4th qtr result philip crosbi associ inc said expect audit result 1986 fourth quarter lower previous estim 10 15 ct per share philip crosbi jr execut vice presid said normal account adjust well review compani intern oper due previous report alleg embezzl result lower result philip crosbi report fourth quarter 1985 result 13 mln dlr 37 ct share prior august 15 twoforon stock split crosbi said howev expect compani report higher first quarter 1987 revenu 1986 first quarter revenu 118 mln dlr crosbi said tuition level manag consult servic compani cours month highest level compani histori,earn,130,146
genzym corp genz 4th qtr net shr profit three ct v loss 44 ct net profit 247000 v loss 2410000 rev 3845000 v 3264000 avg shr 8743000 v 5507000 year shr profit one ct v loss 53 ct net profit 41300 v loss 2840000 rev 130 v 9767000 avg shr 7497000 v 5384000 note 1985 4th qtr year net includ two mln dlr loss litig settlement 589000 dlr writeoff goodwil,earn,69,71
inform solut inc isol 1st qtr jan 31 shr two ct v six ct net 43295 v 147724 rev 3787507 v 4000019,earn,14,14
fairchild industri fen set regular payout qtrli div five ct v five ct pay apirl 10 record march 30,earn,13,13
alfa laval ab alfsst 1986 year group profit financi incom expens 731 mln crown v 651 mln sale 1015 billion crown v 1005 billion profit per share full tax 3180 crown v 30 crown propos dividend 11 crown v 10 crown,earn,40,41
spectrum control inc spec set quarterli qtli div 134 ct v 134 ct prior pay april 15 record april one,earn,14,14
iceland privatis state bank utvegsbanki iceland govern said privatis stateown bank utvegsbanki countri second largest parliament also grant 800 mln crown cash infus ea cash flow problem aros bank lost 600 mln crown ship firm bankruptci two year ago utvegsbanki director halldor gudbjarnarson told reuter decis privatis bank relief foreign bank alreadi express interest take share quarter one billion crown total share capit avail foreign investor govern offici said,acq,92,99
genoves drug store inc spec set quarterli qtli div five ct v five ct prior pay april 20 record april 13,earn,14,14
anim inc vet 1st qtr jan 31 loss shr loss six ct v profit three ct net loss 368188 v profit 149334 rev 39i3523 v 4129240,earn,18,18
anim vet expect turn profit anim inc said expect return profit current year today report loss first quarter end januari 368188 dlr compar 149334 dlr profit year,earn,37,39
crown auto inc crni 4th qtr dec 27 loss shr loss 14 ct v loss 31 ct net loss 144522 v loss 334890 rev 10019828 v 9021835 year shr loss 16 ct v profit 10 ct net loss 170177 v profit 105090 rev 368 mln v 361 mln avg shr 1068850 v 1074624 note 1985 period end decemb 28 1985 earn includ loss period discontinu oper 184777 dlr,earn,63,64
union valley corp uvc 4th qtr net shr 20 ct v 34 ct net 797000 v 1137000 rev 222 mln v 182 mln avg share 3966667 v 3366667 year shr 73 ct v one dlr net 2625000 v 3371000 rev 696 mln v 629 mln avg share 3583653 v 3366667 note 1986 includ extraordinari gain 281000 dlr eight ct share,earn,56,59
gener devic inc gdic year net shr profit 48 ct v loss 21 ct net profit 1308503 v loss 561384 rev 560 mln v 661 mln note 1986 net includ pretax gain 2429563 dlr sale worldwid comput servic inc subsidiari 352000 dlr tax credit,earn,41,43
deutsch babcock increas dividend 198687 deutsch babcock ag dbcgf increas dividend result year end septemb 30 1987 chief execut helmut wiehn said wiehn told news confer deutsch babcock would doubl absolut amount distribut sharehold overal increas would also due partli increas nomin share capit 100 mln mark 350 mln mark higher dividend anticip deutsch babcock said past rais capit make last improv dividend,earn,91,101
exovir xovr sell stock 28 mln dlr exovir inc said sold investor group led mark hammer 200000 share compani common stock warrant purchas addit 200000 share exovir said transact increas group stake 129 pct 185 pct net proce compani total 28 mln dlr compani said warrant exercis next three year 1950 dlr per share common stock accord exovir,acq,74,81
brad ragan inc brd set quarterli qtli div three ct v three ct prior pay may 4 record april 3,earn,14,14
bastian industri inc 2nd qtr jan 31 loss net loss 1321000 v loss 1397000 sale 311 mln v 292 mln 1st half net loss 94000 v loss 1745000 sale 630 mln v 619 mln note compani recent went privat latest quarter net includ 24000 dlr tax credit current half net includ gain 2041000 dlr pretax termin pension plan,earn,52,56
uk base rate fall soon say analyst today modest halfpoint cut uk bank base lend rate 10 pct signal bank england determin maintain cautiou monetari stanc financi market appear set forc hand analyst said said halfpoint cut base rate 912 pct bound occur within next week rate may shed half point soon market remain buoyant earlier market brace onepoint cut rate yesterday budget set sharp three billion stg reduct 1987 govern borrow target four billion stg sterl money market rate move lower key threemonth interbank rate 958 12 pct start busi 91116 916 yesterday sterl ralli fouryear high dollar activ trade govern bond price also surg budget gain excess one point push yield longterm paper nine pct first time nearli year today smaller expect rate cut appear placat market analyst said money market rate recov 14 point earlier low sterl gilt came high trade ground near halt analyst said slowdown like temporari reapprais sterl asset intern investor set resum earli tomorrow lead higher gilt price exchang rate advanc lower money market rate today cut slightli disappoint said bill martin chief uk economist stockbrok phillip drew bank england take cautiou line temper market first rush blood head budget analyst said bank move today lend twoweek cash uk discount hous lower 10 pct suggest hope maintain new rate period time analyst agre success would depend larg sterl perform near term sharp rise pound valu could check initi bank england intervent eventu gain would forc bank cut interest rate rate market seem accept modest cut time said midland bank treasuri economist david simmond sceptic bank abl hold rate long simmond said saw sterl rise anoth two u cent week around 160 dlr forc rate cut friday robin marshal chief economist chase manhattan secur said anoth half point come near term week next week latestw see whole point base rate next two three week analyst stress apart prestig britain littl gain sharp rise sterl exchang rate martin phillip drew said dampen effect sterl rise consum price inflat would materialis least nine month hamper impact manufactur export would show almost immedi analyst said budget featur incom tax cut well cautiou plan public financ improv chanc reelect conserv govern probabl advanc elect date one must held june 1988 combin overal good prospect uk economi like fuel foreign rush sterlingdenomin asset push pound valu well unoffici target markdenomin invest larg favour low yield dull econom outlook chase marshal said sterl simpli best game town especi budget demand remain strong,money-fx,627,705
commerci nation corp cncl cut quarterli commerci nation corp said cut quarterli dividend 15 ct per share 25 ct due current expect 1987 earn compani said dividend payabl april 10 holder record march 31,earn,39,41
timberland industri inc timb 4th qtr net shr 14 ct v 22 ct net 188000 v 307000 sale 146 mln v 121 mln year shr 44 ct v 63 ct net 600000 v 852000 sale 510 mln v 457 mln,earn,33,33
municip financi corp 1st qtr jan 31 net shr 34 ct v 22 ct net 1280185 v 875692 rev 190 mln v 158 mln asset 5856 mln v 4691 mln,earn,22,22
peat marwick nolan norton merg peat marwick account manag consult firm nolan norton co inform technolog plan concern said merg compani said merger nolan known nolan norton copartn inform technolog arm peat marwick also part merger nolan 21 princip becom peat marwick partner compani said,acq,63,84
tru joist tjco acquir canadian firm tru joist corp said agre purchas dashwood industri ltd canadian wood window patio door manufactur undisclos amount cash tru joist said expect close transact june 30,acq,37,41
kindercar kndr see higher earn 1987 kindercar inc project 1987 earn 44 mln dlr richard grassgreen presid compani said earn per share expect 97 ct one dlr comparison 75 ct earn per share fiscal year end august 29 1986 80 ct trail 12 month end novemb 1986 greengrass said repres earn per share increas approxim 25 30 pct compani said chang fiscal year end august 31 decemb 31,earn,88,96
robbin myer inc robn 2nd qtr feb 28 net shr profit 11 ct v loss 145 dlr net profit 267000 v loss 3458000 sale 236 mln v 230 mln first half shr loss 27 ct v loss 191 dlr net loss 633000 v loss 4548000 sale 462 mln v 497 mln avg shr 2382000 v 2381000 backlog 261 mln v 360 mln,earn,53,53
econom spotlight japan shipbuild recoveri japan ail shipbuild industri plan refloat year twin rock recess strong yen capac workforc cut greater use comput industri sourc told reuter salvag measur includ governmentsponsor rationalis program aim claw back market japan world leader lost south korea currenc labour cost disadvantag said sourc said south korea yard 35 pct competit japan due factor govern plan help industri shed 20 pct current capac within two year merger regroup legisl put parliament month like approv may june sourc said said septemb semigovern bodi assur repay 50 billion yen liabil incur job loss sale excess capac anoth 30 billion buy unneed land equip last friday shipbuild associ japan appli fair trade commiss form cartel slash tonnag built half total capac year april 1 commiss held sever hear industri approv given month sourc said clampdown output one two year combin plan costcut streamlin program state support help japanes yard recov intern competit said cartel propos 33 yard capabl build ship 10000 gross tonn would build maximum three mln compens gross regist tonn cgrt 198788 half total capac ea cutthroat competit forc yard sign order cost sourc said industri like seek renew cartel 198889 transport ministri see new order fall 31 mln cgrt 198889 33 mln 198788 said rationalis program includ cut 20000 30000 estim 100000 worker industri 1986 1989 japanes yard top world order book enddecemb follow south korea taiwan accord lloyd regist ship howev fall order declin intern competit due strong yen led heavi loss industri sourc said four japan six major heavi machineri shipbuild compani report current deficit first half year march 31 five expect report current deficit whole 19867 said shipbuild compani streamlin program rais product compet south korean yard also hard hit declin order low ship price recnt year sourc said japan singl yard lead industri result fierc competit slow progress reduc capac two largest firm mitsubishi heavi industri ltd mitht ishikawajimaharima heavi industri co ltd jimat account 30 pct ship built sourc said world shipown hope japanes yard manag ride recess technolog best world said offici major japanes ship compani japanes merchant fleet largest liberia intent shift countri buy ship encourag japanes yard sourc said,ship,580,648
contl illinoi say brazil moratorium could cut 1st qtr net 10 mln dlr contl illinoi say brazil moratorium could cut 1st qtr net 10 mln dlr,earn,14,16
fed expect add reserv money market feder reserv expect enter u govern secur market add temporari reserv indirectli via 15 billion dlr custom repurchas agreement economist said said belowsix pct feder fund rate suggest fed larg reserv ad need howev dealer reportedli back threeday system repurchas agreement set monday leav fed somewhat increas need suppli reserv feder fund averag 605 pct yesterday open 51516 pct remain earli trade,interest,91,100
contl illinoiscil say moratorium may cut net continent illinoi corp said brazilian debt moratorium remain effect may place medium long term loan brazil cash basi would increas nonperform loan 380 mln dlr reduc incom tax net incom 10 mln dlr 1987 first quarter 35 mln dlr full year compani offici told press brief loan brazil 1986 year end total 474 mln dlr accord annual report releas brief februari 1987 brazilian govern cite declin level foreign currenc reserv declar moratorium payment interest countri medium long term debt oblig continent said may take similar action loan ecuador total 25 mln dlr would reduc 1987 pretax aftertax net 800000 dlr first quarter two mln dlr full year bankhold compani offic said,earn,166,183
cypress save associ cypsa 4th qtr loss shr loss 326 dlr v loss 275 dlr net loss 3479744 v 2939619 year shr loss 558 dlr v loss 220 dlr net loss 5964454 v loss 2341818 note net includ tax credit 108798 dlr v 1445275 dlr quarter 838690 dlr v 1124805 dlr year,earn,49,51
zenith laboratori inc zen 4th qtr loss shr loss 24 ct v profit 23 ct net loss 5106000 v profit 5120000 sale 114 mln v 204 mln year shr loss 19 ct v profit 73 ct net loss 4062000 v profit 157 mln sale 504 mln v 805 mln avg shr 217 mln v 216 mln note 1986 net includ tax credit 2742000 dlr quarter 5903000 dlr year,earn,65,67
ceradyn inc crdn 4th qtr loss shr loss 22 ct v profit 10 ct net loss 1056000 v profit 427000 sale 5440000 v 4982000 avg shr 5229542 v 4435691 year shr profit one ct v profit 26 ct net profit 29000 v profit 993000 sale 191 mln v 168 mln avg shr 4947632 v 3780543,earn,49,49
chemclear inc cmcl termin merger talk chemclear inc said termin merger talk environment system co esc chemclear said unabl reach agreement environment consid buy chemclear chemclear said consid option includ busi combin financ commerci lend financi institut intern expans,acq,50,59
vista chemic vc see year net higher vista chemic co said expect earn year end septemb 30 substanti extens plan downtim two plant expect affect third quarter result said look number financi option increas sharehold valu elabor compani earn 302 mln dlr 166 dlr per share extraordinari item fiscal 1986 vista said sale year expect compar fiscal 1986 5501 mln dlr,earn,87,95
camco sign letter intent reed tool pearson plc psonl said camco inc 654 pct own u oil oil servic subsidiari sign letter intent cover camco purchas baker intern corp bkon substanti busi reed tool co reed lead manufactur drill bit sale 1986 around 76 mln dlr transact subject negoti definit agreement approv baker camco board u depart justic talk alreadi take place concern combin baker hugh tool baker intern propos merger hugh tool could creat 12 billion dlr oilfield servic compani pearson share 4p 567 announc,acq,122,149
first connecticut fco set quarterli payout qtli div 25 ct v 25 ct prior pay april 24 record april three note first connecticut small busi invest co,earn,21,23
stone webster inc sw set quarterli qtli div 40 ct v 40 ct prior pay may 15 record april one,earn,14,14
credo petroleum corp cred 1st qtr jan 31 net shr profit one ct v loss 27 ct net profit 22000 v loss 763000 rev 161000 v 316000 note prior year net includ 1209000 dlr writedown oil properit 314000 dlr tax credit,earn,34,36
att set payout regular dividend qtrli div 30 ct v 30 ct prior pay may one record march 31,earn,14,14
gulf arab state move toward econom integr financ economi minist sixnat gulf cooper council gcc end talk adopt resolut recommend aim boost econom integr minist bahrain kuwait oman qatar saudi arabia unit arab emir uae endors resolut common currenc exchang rate system uae minist state financ industri ahm humaid altay told report twoday talk minist refer issu back gcc central bank governor discus said governor agre januari propos denomin six currenc base ask resubmit recommend juli financ minist due meet saudi arabia banker said central bank governor would meet soon discus issu ad possibl new system could submit final approv gcc summit confer schedul held saudi arabia late year denomin approv governor made public bank sourc said could similar european monetari system em tayer said minist agre principl allow gcc citizen set busi work member state also agre principl recommend citizen buy share gcc sharehold firm said minist discus report import good contain radiat caus last year chernobyl nuclear disast soviet union agre product excess level return countri origin,money-fx,269,298
