Combined_Text,Category
CUBAN CATTLE THREATENED BY DROUGHT 750000 head cattl suffer effect sever shortag feed result prolong drought normal rich sugar cattl produc provinc camaguey newspap granma report provinc produc 23 pct cuba beef island number two provinc milk product granma said 20000 head cattl immin danger newspap said cattl emerg decr cattl round 110000 head transfer sugar cane condit center newli harvest cane clean sent mill cattl fed residu left clean cane stalk 32000 head sent nearbi provinc la tuna ciego de avila despit cuba ambit cattl develop plan beef ration effect past 25 year havana cuban receiv approxim 34 lb ration beef everi 18 day major area hit drought san miguel practic rain fallen past 14 month graze land parch region unabl produc 117000 tonn silag project annual plan granma said rainfal past year le 50 pct normal precipit,sugar
LONGVIEW FIBRE CO &lt;LFBR> QUARTERLY DIVIDEND qtli div 40 ct v 40 ct pay april 10 record march 25,earn
BEI HOLDINGS LTD &lt;BEIH> 1ST QTR JAN 31 NET shr 13 ct v eight ct net 1364712 v 881082 rev 116 mln v 115 mln note qtr includ extraordinari gain 586826 dlr six ct share versu 183850 dlr two ct share fiscal 1986 first qtr,earn
ATLANTIC CITY ELECTRIC CO &lt;ATE> SETS PAYOUT qtli div 6512 ct v 6512 ct prior pay april 15 record march 19,earn
KEMPER CORP &lt;KEMC> REGULAR PAYOUT SET qtli div 15 ct v 15 ct previou pay may 29 record may eight,earn
FFB &lt;FFCT> SETS INITIAL QUARTERLY DIVIDEND ffb corp parent first feder bank connecticut fsb said declar initi quarterli dividend five ct per share compani said dividend payabl march 31 holder record march 17,earn
"UNION CARBIDE SAYS OPERATING PROFITS FOR 4th qtr WERE 181 MLN DLRS VS LOSS THREE MLN DLRS
 union carbid say oper profit 4th qtr 181 mln dlr v loss three mln dlr",earn
"MONEY MARKET FUND ASSETS ROSE 552.5 MLN DLRS IN LATEST WEEK TO 237.46 BILLION
 money market fund asset rose 5525 mln dlr latest week 23746 billion",money-supply
COMBINED INTERNMATIONAL &lt;PMA> SEES STRONG 1987 combin intern corp anoth strong year presid patrick g ryan told analyst although declin forecast earn specif 1986 compani report oper incom 551 dlr share 484 dlr share year earlier revenu increa 181 billion dlr 136 billion dlr ryan said combin test direct respon longterm care product union fidel life insur co plan offer ryan insur group answer question combin possibl exposur aidsrel health claim ryan said minim although conc everi carrier provid coverag vulner,earn
CANADA DLR DRIVEN BY FOREIGN BUYERS - WILSON financ minist michael wilson said larg inflow capit canada princip countri bond market major reason behind sharp recoveri canadian dollar said inflow fund mainli japan europ unit state result confid direct countri go reason canadian dollar today higher 75 ct u compar time last year littl 69 ct wilson told hou common daili question period figur relea week show foreign purcha record 231 billion dlr canadian bond 1986 doubl previou year japan invest record 95 billion dlr market wilson respond opposit parti question possibl loss job rise canadian invest abroad canadian invest includ buy foreign compani stock bond rose 1253 billion dlr 619 billion dlr 1985 minist said flow fund abroad would gener mani new job canada,money-fx
CHARTWELL GROUP LTD &lt;CTWL> 4th qtr net shr nine ct v three ct net 549000 v 72000 rev 70 mln v 28 mln year shr 49 ct v 32 ct net 2441000 v 801000 rev 196 mln v 97 mln,earn
PITT-DES MOINES INC &lt;PDM> TO ACQUIRE STEEL UNIT pittd moin inc said acquir chicago steel corp exchang portion stock,acq
CONSENSUS BUILDS FOR WORLD AGRICULTURAL REFORM top u european farm trade govern repr call sweep reform world agricultur redress critic demand suppli imbal speaker confer world agricultur market demonstr grow useuropean consensu need urgent collect overhaul world farm trade product vital work togeth bring freedom harmoni world agricultur tradeif disrupt market may grow even sever wall protect climb higher level possibl retali becom harm u depart agricultur deputi administr william bailey said bailey said attend twoday meet end tomorrow demonstr u recogni need adjust polici chang market environ need urgent reform justifi imbal tension world economi secretari gener organi econom cooper develop jeanclaud pay said forum reform gener agreement tariff trade note pay stress need progress joint reduct agricultur subsidi well social measur help farmer unprofit area anoth possibl solut would stop support farm price allow fix suppli demand instead help farmer incom support adjust aid propo jame howard execut vicepresid cargil usa one world largest cereal hou franzjosef feiter agricultur advi west german chancellor helmut kohl agr european commun must take greater heed market constraint fix farm price howev differenti polici treatment requir take account larg dispar situat around ec said agricultur effici sector european economi remain right polici pursu within commun said,trade
REXCOM &lt;RXSC> TO ACQUIRE MARKETING FIRM rexcom system corp said agr buy asset postech inc comtech group intern ltd canadian comput servic compani 70 pct rexcom vote share purcha rexcom common prefer stock postech canadian firm u market arm sell comput restaur manag system secur system u deal subject approv board postech rexcom,acq
GENERAL REFRACTORIES CO &lt;GRX> 4TH QTR NET shr 17 ct v 84 ct net 709000 v 3605000 rev 864 mln v 870 mln year shr 179 dlr v 110 dlr net 7452000 v 4695000 rev 3628 mln v 3160 mln note 1986 net includ gain sale nonop asset 800000 dlrsm versu 12 mln dlr 1985 1985 net includ nonrecur cost 26 mln dlr provi separ pay 15 mln dlr,earn
HOUSE 0/92 FARM PLAN MARKUP DELAYED TILL TUESDAY hou agricultur committ meet draft disast aid bill contain controversi 092 provi postpon next tuesday committ staff member announc bill contain provi implement 092 acreag reduct plan 1986 wheat 1987 winter wheat therebi make payment avail farmer abl plant last year winter wheat crop flood controversi exist whether 092 provi bill expand cut back left,wheat
UNION CARBIDE &lt;UK> SAYS LONG TERM DEBT RISES union carbid corp said 1986 long term debt 306 billion dlr compar 171 billion dlr 1985 compani relea audit 1986 result compani also said long term debt reduc 15 billion dlr third quarter end year asset sale equiti offer union carbid sold batteri product home automobil product agricultur product busi 1986 fourth quarter offer 30 mln share stock rai 650 mln dlr asset sale equiti offer part recapit plan undertaken chemic compani last year audit net earn 1986 496 mln dlr 478 dlr share compar 1985 loss 581 mln dlr 278 dlr unchang compani preliminari earn report made jan 28 earn result fourth quarter also unchang includ 1986 number 564 mln dlr gain sale differ busi 270 mln dlr pension credit charg 473 mln dlr purcha long term debt premium recapit audit result relea today compani broke result busi segment oper profit fourth quarter compani oper consolid basi corpor interest expen tax 181 mln dlr loss three mln dlr 1985 quarter year oper profit 791 mln dlr compar loss 253 mln dlr 1985 statement compani said defeat hostil takeov attempt gaf corp gaf recapit compani ad go continu busi perform soundli substanti oper profit improv 1985 carbon product post oper profit eight mln dlr quarter 29 mln dlr 49 mln dlr year loss 146 mln dlr chemic plastic fourth quarter oper profit 122 mln dlr compar yearago loss 49 mln dlr year chemic plastic earn 472 mln dlr loss 142 mln dlr 1985 oper incom industri gase rose 64 mln dlr 55 mln quarter 276 mln dlr 222 mln year compani specialti servic segment cut loss quarter 13 mln dlr 40 mln dlr year three mln dlr 181 mln dlr elimin busi conduct compani industri segment contribut two mln dlr fourth quarter 1985 profit affect 1986 quarter elimin cau loss three mln dlr compar six mln dlr year 1985 oper result includ host unusu writeoff depreci charg total 134 mln dlr quarter 906 mln dlr year capit expenditur rose 524 mln dlr 1986 501 mln dlr segment spend carbon product fell 42 mln dlr 57 mln dlr spend fell specialti servic 126 mln dlr 143 mln dlr chemic plastic expenditur rose 147 mln dlr 133 mln industri gase rose 209 mln dlr 168 mln dlr compani cash equiv fell 299 mln dlr year end 430 mln dlr year end 1985 net decrea 131 mln dlr 1986 current asset yearend fell 241 billion dlr 443 billion dlr current liabil fell 188 billion dlr 238 billion,earn
FIRST COMMERCIAL BANCORP &lt;FCOB> 4TH QTR LOSS shr loss 49 ct v loss 136 dlr net loss 928835 v loss 1648665 year shr loss 33 ct v loss 421 dlr net loss 593533 v loss 4970951 asset 2039 mln loan 1515 mln deposit 1920 mln note 1986 loss includ nonrecur expen 1275000 dlr compri asset writedown legal proceed 930000dlr provi loan loss,earn
HARCOURT BRACE JOVANOVICH INC &lt;HBJ> 4TH QTR NET shr 23 ct v 28 ct net 8877000 v 9530000 rev 342 mln v 2789 mln avg shr 394 mln v 34 mln year shr 191 dlr v 162 dlr net 705 mln v 505 mln rev 13 billion v 9905 mln avg shr 37 mln v 313 mln note dec one 1986 compani acquir holt rinehart winston wb saunder dryden press foreign subsidiari includ compani singl month decemb 1986 4th qtr earn rai seven ct per shr year eight ct per shr,earn
LONE STAR&lt;LCE> AGREES TO BUY CONCRETE OPERATIONS lone star industri inc said agr acquir readymix concret aggreg busi riedel intern inc portland ore undisclo amount cash lone star one sentenc statement gave detail compani spokesman avail,acq
SHELL FRANCAISE RETURNS TO PROFIT IN 1986 shell francai sfmfpa subsidiari shell petroleum nv return black last year first time sinc 1982 parent compani net profit 43 mln franc loss 968 mln 1985 107 billion 1984 1982 post profit 329 mln compani said statement cash flow improv strongli although remain neg 182 mln franc 134 billion 1985 due larg improv perform main profit centr said result could even better collap refin sale profit margin last quarter year 1986 shell sold 1474 mln tonn oil product 1452 mln tonn 1985 compani said result line target second year threeyear recoveri programm meanwhil societ shell chimi said also return profit 1986 first time sinc 1976 post net profit 160 mln franc 1985 loss 57 mln detail avail,earn
FAIRMOUNT CHEMICAL CO INC &lt;FMTC> 4TH QTR LOSS shr loss 28 ct v loss 29 ct net loss 584100 v loss 459500 sale 1339800 v 16390800 year shr loss 64 ct v loss 79 ct net loss 1314700 v loss 1237100 sale 7249600 v 6311500,earn
HUMANA INC &lt;HUM> REGULAR DIVIDEND qtli div 19 ct v 19 ct prior qtr payabl may one record april two,earn
"U.S. COMMERCIAL PAPER FALLS 1.27 BILLION DLRS IN FEB 25 WEEK, FED SAYS
 u commerci paper fall 127 billion dlr feb 25 week fed say",money-supply
"N.Y. BUSINESS LOANS RISE 523 MLN DLRS IN FEB 25 WEEK, FED SAYS
 ny busi loan rise 523 mln dlr feb 25 week fed say",money-supply
FINANCIAL CORP &lt;FIN> UNIT BUYS BRANCHES financ corpor america american save loan associ unit said sign definit agreement buy three retail save branch gibraltar financ corp gfc gibraltar save unit purcha must approv feder home loan bank california depart save loan would increa american save deposit 40 mln dlr branch la jolla la mesa san juan capistrano calif,acq
CONFIDENCE IN OPEC FIRMS U.S. ENERGY FUTURES renew confid opec abil limit product help u energi futur settl yesterday close price accord analyst also said heat oil contract found addit support shortcov ralli close april crude close 24 ct higher 1775 dlr april heat oil 147 ct higher 4791 ct gallon trader expect follow profittak yesterday market found suport bullish report opec produc within quota said simon greenshield vice presid morgan stanley co inc news today includ opec presid rilwanu lukman statement opec februari product exceed offici quota 158 mln barrel per day help bouy price trader said reuter survey found opec product earli march 147 mln bpd addit shortcov heat oil found support trader buy sale gasolin crude well expect continu drawdown stock refin shut mainten trader said unlead gasolin april finish 055 cent higher 5124 ct gallon,crude
FAIRFIELD COMMUNITIES INC &lt;FCI> 10 MOS DEC 31 shr loss 162 dlr v profit 83 ct net loss 172 mln v profit 83 mln rev 2640 mln v 3380 mln noteyear ago figur base 12 month end februari 28 1986 compani chang report period end decemb 31 1986 10 month loss includ 103 mln dlr writedown certain asset,earn
CARVER CORP &lt;CAVR> 4TH QTR NET shr 20 ct v 17 ct net 680000 v 533000 sale 6473000 v 5996000 year shr 57 ct v 84 ct net 1967000 v 2099000 sale 208 mln v 190 mln,earn
"INTER-CITY GAS CORP 4TH QTR SHR 36 CTS VS 68 CTS
 interc ga corp 4th qtr shr 36 ct v 68 ct",earn
"UNICORP &lt;UAC>, LINCOLN IN DEFINITVE PACT unicorp american corp said sign definit agreement acquir lincoln save bank fsb term agreement announc januari lincoln would acquir unit unicorp minorityown lincoln presid alton marshal acquisit take place voluntari conver lincoln feder charter stock save bank mutual feder save bank connect conver unicorp contribut 150 mln dlr cash lincoln",acq
"U.S. M-1 MONEY SUPPLY RISES 1.9 BILLION DLRS IN FEB 23 WEEK, FED SAYS
 u m1 money suppli rise 19 billion dlr feb 23 week fed say",money-supply
"U.S. BANK DISCOUNT BORROWINGS AVERAGE 233 MLN DLRS A DAY IN MARCH 4 WEEK, FED SAYS
 u bank discount borrow averag 233 mln dlr day march 4 week fed say",money-supply
U.S. M-1 MONEY SUPPLY RISES 1.9 BILLION DLRS u m1 money suppli rose 19 billion dlr season adjust 7385 billion dlr februari 23 week feder reserv said previou week m1 level revi 7366 billion dlr 7367 billion dlr fourweek move averag m1 rose 7367 billion dlr 7350 billion economist poll reuter forecast m1 rang 500 mln dlr 45 billion dlr averag forecast call 22 billion dlr m1 rise,money-supply
HUMANA &lt;HUM> DECLARES SHAREHOLDERS RIGHTS PLAN humana inc said board approv sharehold right plan socal poison pill plan ensur sharehold receiv fair treatment event propo takeov humana said awar effort gain control compani plan board declar dividend distribut one right outstand common share held march 16 said right entitl holder purcha unit 1100 share newli author seri particip prefer 75 dlr per unit humana said right becom effect entiti acquir 20 pct outstand common tender 30 pct stock acquisit right entitl holder purcha secur compani acquir entiti market valu twice right exerci price humana said right expir march 4 1997 unless redeem earlier said right may redeem compani one ct per right time prior 10 day follow public announc 20 pct posit acquir,acq
FREMONT GENERAL CORP &lt;FRMI> 4TH QTR OPER NET oper shr profit 63 ct v loss 115 dlr oper net profit 6629000 v loss 124 mln rev 236 mln v 224 mln year oper shr profit 165 dlr v loss 128 dlr oper net profit 175 mln v loss 138 mln rev 931 mln v 868 mln note oper data includ loss discontinu oper 7932000 dlr 73 ct per shr 4th qtr 1985 loss 405 mln dlr 383 dlr per shr 1986 year gain 1043 mln dlr 968 dlr per shr 1985 also includ 4th qtr 1985 extraordinari loss 1028000 dlr ten ct per shr,earn
GREAT WESTERN FINANCIAL &lt;GWF> UNIT BUYS BANKS great western financ corp subsidiari great western bank said purcha three retail bank branch south florida total deposit 90 mln dlr great western said purcha branch deerfield beach hollywood approxim 80 mln dlr deposit guardian save loan associ one palm beach approxim 10 mln deposit goldom save bank,acq
HUGHES &lt;HT> CHANGES STANCE ON MERGER AFTER SUIT one billion dlr lawsuit push hugh tool co aboutfac reject propo merger baker intern corp bko wall street analyst said last night hugh said plan merger baker baker file suit seek punit damag hugh call merger midday today hugh said still interest merger analyst also said hugh may worri troubl could make takeov candid specul today harold simmon dalla investor might tri acquir hugh simmon told reuter interest simmon said intend file 13d secur exchang monday report stake five pct publicli trade compani declin identifi target rule hugh one analyst said anoth factor latest hugh turnabout borgwarn corp bor 185 pct hugh borgwarn exchairman jf bere serv hugh board believ favor merger baker despit hugh statement interest merger baker respon merger still possibil analyst said one could certain situat go think merger go said phil pace analyst kidder peabodi co said merger lost lot appeal u depart justic requir baker sell reed tool co oper although reed oper rel small view total size combin bakerhugh pace said 30 40 pct cost save tie hugh obviou concern lawsuit said jame crandel analyst salomon brother inc appar continu discu whether alter posit dont know get littl confu said jame carrol analyst painewebb group inc said argument cite hugh yesterday merger tend weak hugh said yesterday condit merger want reed tool busi sold prior april 22 project merger date govern decr allow longer period time hugh contend better formal combin compani statu reed alreadi settl baker appar see reason speed sale carrol said baker previou estim 110 130 mln dlr save compani combin without sell reed said baker think 75 85 mln dlr save hugh see save 50 60 mln dlr carrol also note sinc merger accord first sign outlook industri improv materi hugh may simpli feel pressur oil servic industri lift,acq
"ARMTEK &lt;ARM> SELLS TIRE, TRUCK TIRE BUSINESS armtek corp formerli known armstrong rubber co said sign agreement conder corp sale natchez miss tire plant truck tire sale servic corp term disclo armtek spokesman john siever said 50 mln dlr busi earlier week armtek announc sale industri tire assembl busi divi dyneer corp scotsdal ariz cash proce sale use reduc outstand debt long term suppli agreement conder anticip truck tire produc natchez plant suppli armstrong tire co armtek oper compani compani said close schedul conclud march 31 said",acq
ELXSI LTD &lt;ELXSF> 4TH QTR LOSS shr loss four ct v loss 34 ct net loss 2922000 v loss 199 mln rev 4071000 v 8012000 year shr loss 23 ct v loss 79 ct net loss 173 mln v loss 462 mln rev 224 mln v 286 mln,earn
&lt;NEWSCOPE RESOURCES LTD> YEAR LOSS shr loss 94 ct v profit 28 ct net loss 6319337 v profit 1702016 rev 2899513 v 5239106 note 1986 net includ 5250000 dlr writedown oil ga properti,earn
TIMES MIRROR CO &lt;TMC> QUARTERLY DIVIDEND qtli div 41 ct v 41 ct pay june 10 record may 29,earn
INTER-CITY GAS CORP &lt;ICG> 4TH QTR NET shr 36 ct v 68 ct net 100 mln v 161 mln rev 4416 mln v 4708 mln year shr 86 ct v 177 dlr net 291 mln v 441 mln rev 143 billion v 154 billion note 1986 flyr net includ 93 mln dlr writedown u oil ga properti partli offset 11 mln dlr extraordinari gain tax gain proce sale minnesota util oper 1985 net includ extraordinari gain 892000 dlr shr prefer div,earn
BROWN TRANSPORT CO INC &lt;BTCI> 4TH QTR NET shr profit 26 ct v profit 10 ct net profit 1371000 v profit 482000 rev 48 mln v 457 mln avg shr 520 mln v 515 mln 12 mth shr profit 105 dlr v loss 34 ct net profit 5454000 v loss 1766000 rev 1917 mln v 1852 mln avg shr 520 mln v 515 mln,earn
METRO MOBILE CTS INC &lt;MMCT> FIRST QTR LOSS qtr end dec 31 shr loss 33 ct v loss 16 ct net loss 5632426 v loss 2373358 rev 3277976 v 1535550 avg shr 169 mln v 144 mln,earn
&lt;SPAR AEROSPACE LTD> YEAR NET shr basic 42 ct v 141 dlr shr dilut 42 ct v 133 dlr net 4394000 v 13070000 rev 1910 mln v 2233 mln,earn
PESCH UNIT SEEKS BALANCE OF REPUBLIC HEALTH alpha health system corp whollyown subsidiari pesch co said submit merger propo board reph acquisit co parent compani republ health corp 64 pct pesch interest balanc reph common stock member republ manag mcdonnel dougla corp md donaldson lufkin jenrett pacif asset hold lp republ current 44 hospit manag 46 facil 25 state detail propo disclo compani repr immedi avail propo provid reph would becom whollyown subsidiari alpha exist reph common stockhold would becom stockhold alpha said reph board appoint special committ negoti term propo merger pesch said last year republ acquir reph leverag buyout transact led dr leroy pesch princip sharehold pesch co alpha recent submit second offer acquir stock american medic intern inc ami 22 dlr share cash secur still consid american medic board pesch said,acq
SPAR SEES SEES STRONG FIVE-YEAR GROWTH spar aerospac ltd report sharpli lower 1986 profit said anticip solid profit revenu growth next five year look longer term spar confid continu concentr advanc robot satelliteba commun electroopt defen system lead signif growth revenu earn next five year compani said also forecast higher 1987 sale due increa order backlog revenu last year fell 191 mln dlr 2233 mln profit fell 44 mln dlr 131 mln spar ad lower develop cost commun group return normal oper gear transmiss aviat servic remov seriou drain profit year attribut reduc 1986 earn commun group loss result continu heavi invest new product market develop fourmonth strike toronto plant delay receipt author custom start work new program,earn
CHESAPEAKE UTILITIES CORP &lt;CHPK> REGULAR DIV qtli div 2834 ct v 2834 ct prior pay april three record march 13,earn
SWIFT INDEPENDENT PACKING CO &lt;SFTPr> 1ST QTR NET period end januari 31 net 1443000 v 3539000 rev 7652 mln v 6858 mln,earn
"CHEMLAWN SAYS IT REJECTS 27 DLRS PER SHARE TENDER OFFER FROM WASTE MANAGEMENT
 chemlawn say reject 27 dlr per share tender offer wast manag",acq
"FRANCE, YUGOSLAVIA COMMISSION TO BOOST TRADE franc yugoslavia agr set joint econom commiss part effort promot commerci link industri cooper two countri french financ ministri said commiss compo businessmen agr talk foreign trade minist michel noir yugoslavian minist without portfolio egon padovan ministri statement said side agr need boost trade link keep accord sign last year call 50 pct rise commerci exchang two countri next six year french trade yugoslavia grown littl past two year",trade
CHEMLAWN &lt;CHEM> REJECTS WASTE'S &lt;WMX> OFFER chemlawn corp said board reject wast manag inc 27 dlrpershar tender offer urg sharehold tender share chemlawn said board ask manag financ advisor smith barney harri upham co inc seek purcha compani maxim sharehold valu chemlawn also said adopt sharehold right plan poison pill 120intermin safeguard period board adopt deter attempt acquir compani mean allcash tender offer seek purcha chemlawn also said began litig wast manag feder court columbu seek injunct relief suit alleg among thing certain wast manag offic director purcha chemlawn stock make tender offer chemlawn claim purcha possibl violat offic fiduciari duti secur exchang commiss insid trade rule last week wast manag made tender offer acquir chemlawn 27 dlr per share 270 mln dlr chemlawn said board determin wast offer inadequ best interest sharehold could adver affect interest employ supplier creditor custom board care review wast manag offer conclud fulli reflect valu compani strongli urg sharehold tender share wast manag said chairman l jack van fossen chemlawn said right plan design protect sharehold abu tactic market accumul wast manag plan one comon stock purcha right distribut dividend outstand share chemlawn common chemlawn said right holder buy share common one dlr entiti acquir 25 pct commmon cash tender offer share approv acquisit agreement board said right expir juli three 1987 60 day becom exerci later date said board may redeem right five ct per right time prior exerci date chemlawn said plan trigger purcha puru wast manag present tender offer said dividend paid sharehold record march 20,acq
(CAMBIOR INC) FIVE MTHS DEC 31 NET shr 39 ct v given net 8801000 v given rev 332 mln v given,earn
CONAGRA &lt;CAG> TO ACQUIRE MONFORT &lt;MMFT> conagra inc agr acquir monfort colorado inc stock transact compani said accord letter intent sign compani conagra acquir monfort 43 mln outstand share 1075 mln share base conagra close price 34 dlr today transact worth 3565 mln dlr merger expect complet june said compani said acquisit result restat conagra earn fiscal year end may 31 restat expect materi chang previou report upcom fiscal yearend earn fiscal 1986 conagra net incom 1053 mln dlr sale 59 billion dlr fiscal year end august 1986 monfort report 251 mln dlr earn sale 16 billion dlr compani one largest lamb beef produc u produc transport sell product domest intern,acq
HOUSE 0/92 PLAN SEEN SCALED-BACK TO 1987 WHEAT key member hou agricultur committ agr scaleback 092 provi pend disast aid bill cover 1987 crop wheat broader 092 propo like resurrect later congress sourc said sourc said key lawmak includ rep glenn english dokla dan glickman dkan agr support amend offer next week rep charl stenholm dtex would limit 092 produc 1987 crop winter spring wheat would scaleback 092 provi origin propo english allow pilot 092 program 1987 wheat provi later broaden subcommitt includ 1988 crop winter wheat 092 farmer forego plant crop still collect 92 pct defici payment earlier today hou agricultur committ postpon next tuesday meet consid disast aid bill 092 agreement limit 092 wheat pilot program follow vocal critic propo influenti farm group concern major impact 092 member congress wari reopen farm bill congress sourc said enough time studi implic broad 092 time propo said one aid hou agricultur committ member howev sever congress sourc said expect broader 092 provi emerg hou agricultur committ face next month need make spend cut agricultur budget fiscal 1988 part over deficit reduct packag gene moo aid hou major leader tom foley dwash predict agricultur share budget cut may exceed one billion dlr broader 092 might resurrect later congress budget offic reagan administr estim would result signif budget save u agricultur depart offici said 092 1987 crop would save 300 400 mln dlr 15 billion dlr five year anoth factor could affect 092 debat approach plant season congress sourc said offici said alreadi late implement 092 1987 farm program signup end march 31 wheat feedgrain congress approv 092 later year signup either would extend reopen sourc said,wheat
MCDONNELL DOUGLAS &lt;MD> NOT APPROACHED BY PESCH mcdonnel dougla corp five mln dlr invest republ health corp reph said approach sell share republ health earlier alpha health system corp unit pesch co said submit merger propo board reph acquisit co parent republ health leroy pesch princip stockhold pesch approach mr pesch anybodi el respect hold republ health mcdonnel dougla spokesman told reuter,acq
PARADYNE &lt;PDN> PLEADS GUILTY TO CRIMINAL CHARGE paradyn corp said plead guilti crimin charg conspiraci defraud social secur administr agr pay 12 mln dlr fine cost u govern compani also reach agreement principl 81 mln dlr settlement class action law suit 29 mln dlr class action settlement provid paradyn insur carrier settlement cont court approv notic class member said crimin case settlement dismiss charg includ briberi fal statement except conspiraci paradyn plead guilti crimin settlement includ lift govern suspen dismiss feder civil fal claim suit charg individu 29 mln dlr insur carrier provid civil settlement 750000 dlr go settl deriv lawsuit year end decemb 31 paradyn report net loss 385 mln dlr yearend result includ 80 mln dlr provi futur legal settlement cost cover civil crimin settlement announc today paradyn also said name jerri kendal presid chief execut offic succeed robert wiggin resign chairman chief execut offic part settlement indict kendal formerli serv execut vice presid chief oper offic compani also said due sluggish marketplac expect profit first quarter optimist outlook year first quarter 1986 compani report net incom 875000 dlr sale 660 mln dlr wiggin among five paradyin execut charg along three former offic 1985 feder indict stem 115 mln contract award paradyn 1981 build comput network social secur administr men accu conspir bribe govern offici defaud social secur administr wiggin defend also charg provid fal testimoni obstruct justic secur exchang commiss investig settlement announc today feder prosecutor agr defer charg wiggin three defend oneyear pretrial agreement charg would drop defend success complet probat period detail requir agreement immedi avail,earn
GREECE REPEATS IT CAN DECIDE ON AEGEAN DRILLING greec repli warn turkey stop athen seek oil aegean sea repeat today exclu right decid drill area govern spokesman said statement ankara believ greec contraven intern law could bring issu court spokesman respond statement turkish foreign ministri spokesman yalim eralp ankara would take action stop greec oil activ beyond territori water violat 1976 bern accord,crude
NCA CORP &lt;NCAC> 4TH QTR LOSS shr loss 45 ct v loss 134 dlr net loss 1240000 v loss 3621000 rev 6264000 v 4626000 year shr loss 90 ct v loss 201 dlr net loss 2487000 v loss 5406000 rev 208 mln v 217 mln,earn
BIOMEDICAL DYNAMICS CORP &lt;BMDC> 4TH QTR NET shr profit one ct v loss two ct net profit 52405 v loss 67967 sale 289572 v 188713 year shr loss one ct v loss five ct net loss 51019 v loss 201680 sale 11 mln v 490935,earn
SANTA FE SOUTHERN PACIFIC APPEALS MERGER RULING santa fe southern pacif corp later today formal ask u interst commerc commiss icc reconsid earlier reject merger hold compani railroad asset compani spokesman said expect file paper late tonight ask icc reopen rail merger case spokesman rich hall said telephon interview compani chicago headquart icc reject juli ground would reduc competit merger santa fe southern pacif railroad deadlin seek icc reconsid merger plan midnight tonight santa fe southern pacif santa fe railroad hold southern pacif railroad asset trust await feder approv merger plan icc order hold compani divest one railroad stay rule pend deci request reconsid icc ultim decid reopen case expect reinstat divestitur order,acq
IEA SAYS OPEC FEBRUARY CRUDE OUTPUT 16.1 MLN BPD opec produc averag 161 mln barrel per day bpd crude oil februari 165 mln previou month over 173 mln bpd fourth quarter 1986 intern energi agenc said opec countri last month exceed product quota set last confer decemb lift reduc sever countri said latest monthli oil market report cutback due part buyer resist fix price introduc februari 1 particularli fix volum extend period gave breakdown opec crude output mln bpd fourth qtr 1986 januari 1987 februari 1987 saudi arabia 49 37 38 iran 16 22 19 iraq 16 16 17 uae 13 12 12 kuwait 10 10 10 neutral zone 05 04 04 qatar 03 03 02 nigeria 13 12 12 libya 10 10 10 fourth qtr 1986 januari 1987 februari 1987 algeria 06 06 06 gabon 01 02 02 venezuela 16 16 16 ecuador 02 02 02 indonesia 13 12 12 total 173 165 161 iea said saudi product stay quota 4133 mln bpd actual sale might exceed output due norbec stock dispo contract saudi crude sign understood much leeway requir lift report said reduct iraqi air attack iranian export facil allow iran output reach 22 mln bpd januari buyer resist fix price appar cut februari product said iraqi export 10 mln bpd turkish pipelin 0102 mln truck jordan 0203 mln via saudi pipelin yanbu intern consumpt 03 mln bpd iea estim total noncommunist world oil suppli februari 450 mln bpd 454 mln januari 470 mln fourth quarter februari world suppli figur made 161 mln bpd opec crude product 14 mln bpd opec natur ga liquid ngl 166 mln bpd oecd crude ngl 83 mln bpd develop countri crude ngl net trade 11 mln bpd central plan economi 05 mln bpd nonconv crude tar sand oil coal 10 mln bpd processi gain within oecd preliminari norwegian data show record 106 mln bpd output januari lower product expect februari accord govern curtail approxim 80000 bpd announc support opec,crude
U.S. SENATE GROUP URGES SUBSIDIES FOR USSR major senat agricultur committ urg presid reagan rever opposit export subsidi soviet union way get negoti purcha 500 mln dlr american wheat group led committ chairman patrick leahi vermont democrat urg reagan step negoti soviet union provid export subsidi help u farmer,wheat
"ENFIELD CORP PLANS NOTES, PREFERRED ISSUE enfield corp ltd said plan issu 60 mln dlr princip amount note 16 mln class e prefer share 25 dlr share note would bear 8 pct yearli interest matur march 31 2002 convert common share either march 31 1997 busi day fix redempt date 1350 dlr share enfield said said prefer share would convert 185 common share either march 31 1997 busi day fix redempt date gordon capit corp dominion secur inc agr acquir issu said enfield said would use proce retir shortterm bank debt boost 22 pct stake consum packag inc interest feder pioneer ltd open market purcha",acq
WICHITA &lt;WRO> TO BUY FOUNTAIN OIL &lt;FGAS> wichita industri inc said agr buy fountain oil ga inc wichita said acquir outstand share fountain exchang 11 mln newli issu wichita common share wichita present 36 mln share outstand transact call issuanc 112 share wichita common outstand fountain share wichita also said made number refinanc agreement connect acquisit,acq
PEMEX LOWERS FEBRUARY FAR EAST CRUDE OIL PRICES mexican state oil compani petroleo mexicano pemex said far east custom would charg 1725 dlr per barrel isthmu crude februari 1445 dlr heavier maya pemex said 32 ct le januari isthmu 15 ct le januari maya far east custom primarili japan buy averag 180000 barrel per day 150000 isthmu pay retroact european u client charg per deliveri,crude
